attendance_consistency,task_completion,task_delay_rate,work_hours,productive_hours,idle_time_hours,overtime_hours,experience,feedback_score,project_complexity,peer_collaboration_score,manager_rating,training_hours,learning_inde,performance_percentage,role
0.87,92.0,0.08,9.3,8.8,0.5,2,1,5,3,5,3,5.0,0.53,100.0,0.0
0.94,84.0,0.1,8.1,6.7,1.4,3,1,2,3,4,5,5.0,0.82,89.0,0.0
0.82,78.0,0.2,7.9,7.8,0.1,1,3,5,1,4,3,5.0,0.59,89.0,0.0
1.0,91.0,0.23,9.4,8.7,0.7,3,0,4,3,4,1,1.0,0.85,93.0,0.0
1.0,75.0,0.05,8.4,7.3,1.1,1,7,4,4,3,4,5.0,0.72,97.0,0.0
0.87,69.0,0.13,7.0,6.1,0.9,5,5,3,1,2,3,2.0,0.86,92.0,0.0
0.9,85.0,0.11,7.1,5.6,1.5,2,2,5,5,4,3,5.0,0.44,85.0,0.0
0.94,83.0,0.13,7.3,6.4,0.9,2,1,3,3,4,4,5.0,0.93,88.0,0.0
0.73,64.0,0.16,9.1,8.1,1.0,0,11,3,2,4,4,4.0,0.91,91.0,0.0
0.73,86.0,0.02,7.8,7.2,0.6,0,4,4,2,3,4,8.0,0.72,82.0,0.0
0.77,79.0,0.08,9.9,8.9,1.0,0,3,2,2,1,4,5.0,0.69,77.0,0.0
0.96,66.0,0.02,7.7,6.5,1.2,1,2,4,3,5,3,2.0,0.58,95.0,0.0
0.9,70.0,0.03,8.8,7.2,1.6,1,3,4,2,2,4,5.0,0.67,85.0,0.0
0.87,89.0,0.17,7.3,6.6,0.7,3,4,4,5,4,1,4.0,0.36,92.0,0.0
0.85,85.0,0.11,8.0,7.1,0.9,2,0,4,3,5,5,3.0,0.44,88.0,0.0
0.85,100.0,0.12,8.1,7.4,0.7,6,0,4,3,1,3,4.0,0.8,93.0,0.0
0.83,83.0,0.1,7.1,6.4,0.7,6,1,2,2,4,5,1.0,0.73,92.0,0.0
0.89,78.0,0.09,9.3,8.5,0.8,0,4,4,2,4,2,7.0,0.68,81.0,0.0
0.88,86.0,0.04,8.2,7.2,1.0,1,3,5,3,4,3,8.0,0.81,81.0,0.0
0.96,73.0,0.01,9.9,9.2,0.7,3,16,3,2,5,3,5.0,0.68,99.0,0.0
0.88,91.0,0.05,6.9,6.9,0.0,3,12,5,4,5,4,4.0,0.97,96.0,0.0
0.62,77.0,0.04,8.9,8.1,0.8,1,2,5,3,5,5,5.0,0.79,80.0,0.0
1.0,90.0,0.16,9.9,8.3,1.6,3,5,1,3,5,2,10.0,0.81,86.0,0.0
0.93,62.0,0.06,8.7,7.4,1.3,3,2,2,2,4,4,7.0,0.71,100.0,0.0
0.88,93.0,0.06,9.3,9.3,0.0,2,0,4,3,4,1,6.0,0.94,82.0,0.0
0.85,99.0,0.16,7.2,7.2,0.0,1,2,4,5,5,3,2.0,0.94,80.0,0.0
0.8,100.0,0.19,9.4,7.7,1.7,4,9,4,4,4,5,5.0,0.69,89.0,1.0
0.75,91.0,0.13,7.2,7.2,0.0,1,2,5,4,4,4,5.0,0.94,96.0,1.0
0.84,84.0,0.04,6.3,5.2,1.1,2,12,3,5,5,3,6.0,0.51,91.0,1.0
0.67,78.0,0.12,8.1,6.9,1.2,3,4,2,1,4,5,10.0,0.78,81.0,0.0
0.69,97.0,0.09,7.4,6.1,1.3,3,1,3,5,5,4,7.0,0.68,92.0,0.0
0.88,89.0,0.03,8.1,8.1,0.0,0,5,4,2,2,3,7.0,0.88,96.0,0.0
0.84,100.0,0.17,7.7,7.4,0.3,2,4,4,4,3,2,5.0,0.265,85.0,0.0
0.66,96.0,0.16,8.1,7.7,0.4,1,6,2,3,3,5,3.0,0.49,99.0,0.0
0.93,99.0,0.22,10.0,8.9,1.1,1,2,3,2,4,5,3.0,0.88,86.0,0.0
0.94,88.0,0.12,8.8,7.3,1.5,3,14,4,4,2,4,5.0,0.71,91.0,0.0
0.94,68.0,0.07,7.8,6.4,1.4,2,2,3,5,3,4,2.0,0.92,92.0,0.0
0.78,90.0,0.03,6.7,6.7,0.0,2,12,2,5,5,3,7.0,0.32,87.0,0.0
0.85,81.0,0.18,6.0,5.6,0.4,1,8,5,2,4,4,4.0,0.81,95.0,0.0
0.74,100.0,0.04,9.1,6.9,2.0,3,1,2,4,4,4,6.0,0.89,85.0,0.0
0.92,91.0,0.06,8.2,6.6,1.6,0,2,4,5,4,4,9.0,0.69,96.0,0.0
0.97,92.0,0.01,8.7,8.1,0.6,2,9,4,5,5,3,4.0,0.79,77.0,0.0
0.84,91.0,0.04,8.2,6.9,1.3,2,3,4,2,3,3,3.0,0.86,89.0,0.0
0.87,85.0,0.1,8.5,7.8,0.7,1,1,2,3,4,4,4.0,0.77,91.0,0.0
1.0,96.0,0.15,8.9,8.1,0.8,3,9,4,5,5,5,5.0,0.96,100.0,0.0
0.79,92.0,0.04,7.5,7.1,0.4,1,7,3,4,4,3,0.0,0.92,84.0,0.0
0.81,70.0,0.1,9.1,8.7,0.4,5,8,4,3,4,5,4.0,0.52,86.0,0.0
0.83,86.0,0.1,8.0,6.7,1.3,1,2,4,3,4,5,7.0,0.32,87.0,1.0
0.86,82.0,0.07,6.0,4.6,1.4,2,7,4,5,4,3,8.0,0.88,89.0,0.0
0.77,87.0,0.13,7.4,6.2,1.2,2,0,5,1,4,4,3.0,0.57,90.0,0.0
0.89,95.0,0.2,7.9,7.6,0.3,3,7,5,4,3,4,2.0,0.9,86.0,0.0
1.0,91.0,0.13,10.0,10.0,0.0,1,3,3,2,5,4,7.0,0.84,96.0,0.0
0.98,79.0,0.07,8.2,7.1,1.1,3,4,5,2,4,3,8.0,0.63,100.0,0.0
0.79,66.0,0.09,7.4,7.1,0.3,2,1,5,4,3,4,3.0,0.53,91.0,0.0
0.94,85.0,0.04,6.6,5.6,1.0,1,11,3,2,4,2,4.0,0.95,74.0,1.0
0.95,79.0,0.11,7.8,7.0,0.8,4,6,5,3,3,2,4.0,0.75,94.0,0.0
0.94,96.0,0.09,8.9,8.9,0.0,1,3,2,3,4,4,6.0,0.94,91.0,0.0
1.0,74.0,0.13,7.6,7.0,0.6,2,2,5,2,4,3,3.0,0.87,87.0,0.0
1.0,81.0,0.21,7.9,7.2,0.7,0,6,4,3,4,1,5.0,0.89,77.0,0.0
0.92,80.0,0.02,9.2,9.2,0.0,3,2,2,5,3,4,4.0,0.82,90.0,0.0
0.99,83.0,0.01,8.3,6.5,1.8,0,5,4,2,5,3,2.0,0.33,82.0,0.0
0.83,63.0,0.16,8.3,7.7,0.6,4,2,4,4,4,4,5.0,0.77,100.0,0.0
0.99,92.0,0.07,8.6,8.3,0.3,0,8,3,3,4,4,8.0,0.93,88.0,0.0
0.92,97.0,0.07,7.4,6.5,0.9,3,5,4,5,3,3,5.0,0.39,99.0,0.0
0.75,84.0,0.03,8.9,8.2,0.7,2,2,5,3,2,3,1.0,0.85,74.0,0.0
0.97,68.0,0.12,7.4,6.1,1.3,1,3,3,3,1,5,9.0,0.61,79.0,0.0
0.83,100.0,0.14,9.4,8.1,1.3,3,11,4,1,3,1,2.0,0.67,76.0,0.0
0.8,87.0,0.18,8.8,8.6,0.2,5,16,4,3,2,1,7.0,0.79,79.0,0.0
0.89,94.0,0.04,7.8,6.8,1.0,1,8,5,5,4,3,5.0,0.73,81.0,0.0
0.7,83.0,0.18,7.7,6.5,1.2,2,9,5,2,5,4,4.0,0.57,87.0,0.0
0.79,73.0,0.21,9.0,7.4,1.6,3,4,1,1,5,4,3.0,0.75,81.0,0.0
0.95,84.0,0.01,7.7,6.7,1.0,0,2,4,5,3,3,5.0,0.96,83.0,0.0
0.72,74.0,0.03,6.5,5.4,1.1,2,2,3,4,4,5,10.5,0.72,95.0,0.0
0.82,86.0,0.15,8.8,8.0,0.8,1,9,4,3,5,5,6.0,0.83,82.0,0.0
0.81,73.0,0.1,7.3,6.1,1.2,5,5,3,2,1,3,3.0,0.72,81.0,0.0
0.89,87.0,0.03,7.6,7.0,0.6,2,1,4,4,3,3,6.0,0.92,99.0,0.0
0.74,90.0,0.17,6.0,5.1,0.9,2,0,5,4,5,3,8.0,0.74,91.0,0.0
0.96,85.0,0.14,9.1,7.3,1.8,1,0,5,2,3,5,6.0,0.61,95.0,0.0
0.88,68.0,0.04,8.0,7.4,0.6,4,9,5,3,5,4,8.0,0.56,96.0,0.0
0.82,86.0,0.02,7.3,6.6,0.7,0,16,1,3,4,3,10.0,0.96,95.0,0.0
0.89,88.0,0.11,9.2,8.8,0.4,3,9,5,3,3,3,4.0,0.54,92.0,0.0
0.7,78.0,0.09,10.0,8.8,1.2,1,1,4,4,5,3,7.0,0.59,89.0,0.0
0.95,90.0,0.23,8.2,6.3,1.9,1,14,1,3,4,5,3.0,0.53,79.0,0.0
0.79,80.0,0.1,6.9,6.1,0.8,2,10,5,3,5,3,9.0,0.67,79.0,0.0
0.81,76.0,0.04,8.6,8.6,0.0,2,1,3,5,1,3,3.0,0.8,85.0,0.0
0.88,80.0,0.12,8.1,7.7,0.4,2,5,4,5,4,3,5.0,0.73,88.0,0.0
0.84,100.0,0.06,9.0,7.4,1.6,4,5,3,5,3,4,7.0,0.49,75.0,0.0
0.95,76.0,0.16,7.9,7.5,0.4,6,2,1,4,2,1,4.0,0.38,100.0,0.0
0.79,100.0,0.11,8.1,7.6,0.5,1,6,4,5,1,4,6.0,0.65,100.0,0.0
0.76,88.0,0.09,8.0,7.3,0.7,4,16,2,3,3,4,7.0,0.95,78.0,0.0
0.84,86.0,0.06,6.9,5.6,1.3,1,1,2,2,4,1,3.0,0.91,93.0,0.0
0.85,86.0,0.1,8.1,7.6,0.5,0,11,4,5,4,4,10.0,0.66,81.0,0.0
0.89,96.0,0.12,8.1,7.3,0.8,1,0,4,1,4,4,5.0,0.98,76.0,0.0
0.63,79.0,0.09,6.5,6.0,0.5,2,0,5,2,5,3,4.0,0.73,95.0,0.0
0.88,81.0,0.15,7.0,6.3,0.7,3,1,3,1,4,4,2.0,0.69,86.0,0.0
0.68,87.0,0.18,9.6,8.9,0.7,0,1,1,4,3,4,3.0,0.56,82.0,1.0
0.79,94.0,0.07,7.1,6.3,0.8,4,3,3,3,5,1,5.0,0.83,92.0,0.0
0.92,100.0,0.05,9.3,8.6,0.7,2,2,3,2,5,3,3.0,0.85,88.0,0.0
0.71,85.0,0.02,8.2,6.7,1.5,0,5,4,3,5,2,3.0,0.68,78.0,0.0
0.83,94.0,0.26,6.9,6.7,0.2,2,0,3,3,4,4,6.0,0.72,100.0,0.0
0.68,74.0,0.14,6.6,6.0,0.6,2,14,3,5,3,1,5.0,0.58,100.0,0.0
0.86,100.0,0.09,9.1,8.2,0.9,0,6,5,3,2,4,4.0,0.4,82.0,0.0
0.92,83.0,0.18,7.3,7.0,0.3,2,0,4,1,5,5,6.0,0.39,100.0,0.0
0.67,91.0,0.08,8.0,7.5,0.5,0,1,3,1,4,5,4.0,0.93,80.0,0.0
0.79,77.0,0.21,7.5,6.8,0.7,2,3,5,5,2,4,4.0,0.82,71.0,0.0
0.75,82.0,0.11,8.8,8.3,0.5,0,1,3,4,5,3,4.0,0.59,93.0,0.0
0.85,83.0,0.07,8.5,7.5,1.0,1,2,3,1,5,3,7.0,0.73,90.0,0.0
0.99,90.0,0.05,8.3,7.1,1.2,2,5,4,2,3,2,4.0,0.56,72.0,0.0
0.66,88.0,0.17,6.1,6.1,0.0,2,1,3,5,5,2,7.0,0.5,91.0,0.0
0.9,75.0,0.1,7.8,7.0,0.8,1,3,4,2,3,4,5.0,0.56,88.0,0.0
0.76,88.0,0.13,8.5,7.5,1.0,2,6,2,5,3,4,7.0,0.68,96.0,0.0
0.84,90.0,0.25,8.8,7.9,0.9,2,8,5,2,4,4,3.0,0.83,89.0,0.0
0.87,70.0,0.06,8.8,7.7,1.1,2,1,5,3,5,5,9.0,0.91,100.0,0.0
0.87,88.0,0.03,7.1,7.1,0.0,2,7,3,3,5,4,3.0,0.41,68.0,0.0
0.69,74.0,0.15,8.6,8.2,0.4,0,3,1,4,5,4,3.0,0.73,93.0,0.0
0.82,90.0,0.06,7.9,6.9,1.0,5,2,3,3,3,4,6.0,0.86,84.0,0.0
0.85,69.0,0.13,7.6,6.0,1.6,2,7,4,4,5,5,2.0,0.47,80.0,0.0
0.86,84.0,0.22,8.2,7.5,0.7,3,4,5,2,4,4,5.0,0.7,88.0,0.0
0.7,84.0,0.12,8.5,8.0,0.5,0,3,4,1,5,3,7.0,0.35,89.0,0.0
0.95,83.0,0.04,7.2,5.2,2.0,3,2,4,2,4,5,2.0,0.81,79.0,0.0
0.76,100.0,0.06,7.4,6.0,1.4,3,5,4,4,3,3,6.0,0.75,89.0,0.0
0.81,82.0,0.02,6.4,5.8,0.6,1,2,4,2,5,3,9.0,0.78,99.0,0.0
0.76,100.0,0.08,8.7,7.7,1.0,1,1,3,4,5,2,6.0,0.79,90.0,0.0
0.65,64.0,0.17,8.3,7.4,0.9,2,9,4,3,3,5,4.0,0.83,100.0,0.0
1.0,83.0,0.04,7.2,6.6,0.6,3,5,4,5,3,2,5.0,0.56,85.0,0.0
0.81,90.0,0.1,6.9,6.3,0.6,5,1,3,3,4,4,9.0,0.59,87.0,0.0
0.96,83.0,0.12,8.1,7.4,0.7,5,5,4,3,4,3,2.0,0.85,84.0,0.0
0.7,58.5,0.07,9.0,7.9,1.1,3,16,4,3,5,3,4.0,0.78,75.0,0.0
1.0,87.0,0.03,6.7,5.8,0.9,2,4,4,5,4,4,5.0,0.93,99.0,0.0
0.92,85.0,0.11,8.8,8.4,0.4,3,10,4,3,3,5,7.0,0.89,86.0,0.0
0.91,85.0,0.03,8.8,8.1,0.7,1,4,1,2,5,4,2.0,0.64,90.0,0.0
0.81,77.0,0.03,7.7,6.2,1.5,1,10,5,2,5,1,8.0,0.89,91.0,0.0
0.59,85.0,0.09,7.7,6.6,1.1,1,16,4,5,4,3,7.0,0.72,95.0,0.0
1.0,87.0,0.02,7.6,6.0,1.6,3,4,2,3,1,3,3.0,0.84,86.0,0.0
0.82,88.0,0.2,6.6,5.6,1.0,2,2,3,5,4,4,9.0,0.82,83.0,0.0
1.0,92.0,0.12,7.0,6.9,0.1,3,1,5,3,3,4,5.0,0.81,65.5,0.0
0.83,89.0,0.06,6.9,5.8,1.1,0,11,3,5,5,5,0.0,0.58,82.0,0.0
0.9,94.0,0.04,7.4,7.2,0.2,3,8,3,3,4,4,5.0,0.82,88.0,0.0
0.82,87.0,0.02,6.0,5.7,0.3,3,7,3,4,4,4,3.0,0.79,81.0,0.0
0.77,78.0,0.04,6.0,5.5,0.5,2,13,3,4,3,4,5.0,0.61,72.0,0.0
0.92,78.0,0.06,6.8,5.9,0.9,0,0,1,3,2,1,2.0,0.36,82.0,0.0
0.81,78.0,0.07,9.2,8.5,0.7,0,4,2,3,1,4,3.0,0.87,91.0,0.0
0.84,86.0,0.14,7.7,6.4,1.3,2,3,4,4,5,4,6.0,0.7,86.0,1.0
0.87,91.0,0.05,8.7,7.2,1.5,2,5,5,4,3,5,8.0,0.8,95.0,0.0
0.94,93.0,0.06,6.6,5.0,1.6,3,1,4,2,5,4,4.0,0.83,83.0,0.0
0.85,85.0,0.07,7.3,6.4,0.9,2,7,3,1,5,3,3.0,0.44,99.0,0.0
0.9,87.0,0.15,6.0,5.0,1.0,0,1,4,3,4,3,4.0,0.89,80.0,0.0
0.9,98.0,0.06,8.9,7.9,1.0,2,4,4,5,3,2,3.0,0.58,87.0,0.0
0.88,96.0,0.09,6.9,5.5,1.4,2,10,3,2,4,5,5.0,0.68,91.0,0.0
0.83,74.0,0.2,7.1,6.7,0.4,2,0,4,4,2,4,3.0,0.7,72.0,0.0
0.84,66.0,0.14,7.4,6.4,1.0,1,9,4,1,4,3,7.0,0.53,93.0,0.0
0.74,79.0,0.1,9.6,7.9,1.7,3,5,4,5,4,4,6.0,0.85,81.0,0.0
0.81,77.0,0.06,7.4,6.4,1.0,2,3,1,4,5,5,6.0,0.89,89.0,0.0
0.81,96.0,0.17,7.7,7.5,0.2,4,2,2,3,4,4,4.0,0.8,98.0,0.0
0.97,87.0,0.13,8.6,7.0,1.6,2,10,4,3,3,4,4.0,0.71,99.0,0.0
0.71,86.0,0.1,8.0,6.7,1.3,2,2,3,3,2,1,5.0,0.79,87.0,0.0
0.74,81.0,0.01,7.9,7.1,0.8,1,2,5,3,4,2,3.0,0.81,94.0,0.0
0.85,78.0,0.12,6.4,6.4,0.0,0,1,5,4,5,5,5.0,0.69,91.0,0.0
1.0,90.0,0.11,6.8,6.0,0.8,0,2,5,5,1,5,5.0,0.57,84.0,0.0
0.86,82.0,0.06,8.5,7.3,1.2,0,7,2,1,4,4,3.0,0.78,92.0,0.0
0.64,95.0,0.12,6.1,5.7,0.4,2,1,1,4,2,5,1.0,0.45,90.0,0.0
0.91,94.0,0.08,8.8,8.5,0.3,6,1,2,1,2,5,8.0,0.8,92.0,0.0
0.82,91.0,0.26,7.5,6.6,0.9,2,9,5,4,3,5,4.0,0.61,87.0,0.0
0.66,74.0,0.06,8.1,6.8,1.3,5,11,5,5,4,3,5.0,0.61,92.0,0.0
0.74,81.0,0.17,9.2,7.2,2.0,1,3,3,4,3,3,9.0,0.46,86.0,0.0
0.85,80.0,0.1,7.7,6.4,1.3,3,11,2,2,4,5,4.0,0.7,81.0,0.0
0.7,71.0,0.11,10.0,8.2,1.8,1,2,3,1,4,4,8.0,0.83,71.0,0.0
0.82,83.0,0.15,7.4,7.1,0.3,2,1,5,4,2,5,6.0,0.6,95.0,0.0
0.82,77.0,0.12,7.0,6.3,0.7,2,5,4,2,4,1,9.0,0.83,86.0,0.0
0.89,74.0,0.08,7.5,7.2,0.3,2,1,3,5,5,5,7.0,0.42,83.0,0.0
0.5700000000000001,90.0,0.03,7.4,7.4,0.0,4,5,3,3,3,5,5.0,0.37,84.0,0.0
0.84,85.0,0.1,7.2,7.2,0.0,2,5,4,3,3,2,4.0,0.74,92.0,0.0
0.77,89.0,0.08,7.9,7.5,0.4,1,2,4,3,4,5,8.0,0.49,80.0,0.0
0.8,71.0,0.11,8.9,8.2,0.7,0,0,4,3,4,3,3.0,0.79,89.0,0.0
0.72,98.0,0.06,8.0,7.1,0.9,2,10,5,4,4,5,5.0,0.86,81.0,0.0
1.0,62.0,0.07,8.8,7.9,0.9,2,14,2,2,5,3,8.0,0.64,100.0,0.0
0.85,100.0,0.16,7.2,7.2,0.0,2,6,3,3,5,5,5.0,0.74,80.0,0.0
0.81,98.0,0.06,9.8,9.2,0.6,1,5,4,1,5,5,7.0,0.96,90.0,0.0
0.84,94.0,0.23,6.6,5.6,1.0,1,11,2,4,2,5,3.0,0.62,77.0,0.0
0.75,92.0,0.25,8.2,7.7,0.5,2,2,3,5,4,4,4.0,0.64,74.0,0.0
0.97,93.0,0.02,8.9,8.1,0.8,4,11,4,4,3,3,3.0,0.89,91.0,0.0
0.81,76.0,0.16,7.5,6.8,0.7,5,5,3,3,5,2,1.0,0.84,89.0,0.0
0.91,100.0,0.15,9.0,7.8,1.2,0,8,3,3,5,4,4.0,0.99,78.0,0.0
0.89,90.0,0.08,9.2,7.4,1.8,2,1,5,3,3,4,7.0,0.85,70.0,0.0
0.81,90.0,0.11,6.0,4.7,1.3,1,1,3,3,1,4,5.0,0.87,89.0,0.0
0.79,76.0,0.09,8.5,7.0,1.5,2,5,4,3,4,4,4.0,0.82,93.0,0.0
0.86,83.0,0.27,7.4,6.4,1.0,0,13,4,2,4,3,3.0,0.93,91.0,0.0
0.95,89.0,0.05,8.0,6.9,1.1,0,8,4,1,3,5,8.0,0.73,80.0,0.0
0.74,87.0,0.09,8.1,7.9,0.2,0,2,2,2,3,4,2.0,0.35,78.0,0.0
0.86,84.0,0.11,8.3,7.4,0.9,3,4,4,2,5,5,2.0,0.54,82.0,0.0
0.91,100.0,0.02,9.0,8.0,1.0,2,0,2,5,5,4,9.0,0.71,88.0,0.0
0.96,77.0,0.03,6.0,5.2,0.8,1,1,5,4,5,5,6.0,0.51,94.0,0.0
0.86,77.0,0.14,6.9,6.0,0.9,1,3,4,3,4,4,3.0,0.75,84.0,0.0
0.87,94.0,0.16,6.0,5.0,1.0,1,0,4,4,4,3,5.0,0.54,90.0,0.0
0.78,98.0,0.06,7.5,7.5,0.0,1,2,3,2,2,4,6.0,0.73,88.0,0.0
0.86,92.0,0.14,7.5,7.1,0.4,4,3,5,5,4,1,2.0,0.69,89.0,0.0
0.81,93.0,0.08,7.3,7.0,0.3,0,3,5,5,3,3,3.0,0.54,92.0,0.0
0.81,86.0,0.01,7.8,7.1,0.7,1,5,4,3,1,3,4.0,0.81,83.0,1.0
0.91,95.0,0.1,6.0,5.5,0.5,3,7,5,5,3,4,2.0,0.84,88.0,0.0
0.89,93.0,0.06,7.4,7.4,0.0,2,9,2,4,3,4,3.0,0.53,82.0,0.0
1.0,78.0,0.04,6.7,6.2,0.5,1,5,3,4,4,3,2.0,0.61,89.0,0.0
0.85,78.0,0.12,7.1,6.5,0.6,2,1,4,4,3,5,6.0,0.91,93.0,0.0
0.82,97.0,0.12,6.6,5.7,0.9,3,13,3,4,4,4,6.0,0.48,95.0,0.0
0.84,86.0,0.01,8.2,7.7,0.5,3,1,2,1,4,4,5.0,0.85,88.0,0.0
0.97,80.0,0.15,8.3,7.2,1.1,1,4,3,4,5,3,6.0,0.66,89.0,0.0
0.9,88.0,0.01,7.8,7.0,0.8,2,8,4,5,4,1,7.0,0.91,96.0,0.0
0.78,87.0,0.09,6.7,5.7,1.0,0,0,3,2,4,4,6.0,0.64,80.0,0.0
0.8,86.0,0.14,8.5,8.0,0.5,1,9,4,5,3,4,5.0,0.6,100.0,1.0
0.83,88.0,0.1,7.2,6.5,0.7,2,2,4,2,4,5,4.0,0.56,94.0,0.0
0.78,98.0,0.06,9.0,9.0,0.0,1,1,4,3,4,4,6.0,0.94,86.0,0.0
0.96,83.0,0.09,8.0,7.4,0.6,2,8,2,3,1,5,4.0,0.94,87.0,0.0
0.64,84.0,0.05,7.8,6.4,1.4,0,3,3,5,3,5,7.0,0.88,85.0,0.0
0.9,88.0,0.03,9.0,7.5,1.5,1,4,1,3,2,3,4.0,0.9,80.0,0.0
0.85,85.0,0.12,8.6,8.5,0.1,2,4,3,3,3,4,5.0,0.92,80.0,0.0
0.75,77.0,0.14,8.1,7.8,0.3,1,9,2,1,4,4,5.0,0.85,100.0,0.0
0.84,100.0,0.12,6.0,5.3,0.7,1,12,4,4,5,4,2.0,0.69,87.0,0.0
0.81,89.0,0.05,9.7,8.7,1.0,1,2,5,4,4,4,5.0,0.96,97.0,1.0
0.67,82.0,0.07,7.3,7.1,0.2,3,2,4,5,3,5,4.0,0.86,100.0,0.0
0.88,85.0,0.03,7.6,6.6,1.0,3,12,3,4,4,5,9.0,0.88,82.0,0.0
0.88,78.0,0.19,8.6,6.3,2.0,3,1,3,3,1,3,4.0,0.64,80.0,0.0
0.86,75.0,0.06,7.4,7.1,0.3,3,2,3,3,5,1,8.0,0.77,78.0,0.0
1.0,79.0,0.1,10.0,8.6,1.4,3,3,5,2,4,5,2.0,0.83,83.0,0.0
0.74,88.0,0.08,9.9,9.7,0.2,1,5,4,2,5,2,6.0,0.81,76.0,0.0
0.5700000000000001,91.0,0.05,8.3,7.3,1.0,4,4,3,4,1,5,5.0,0.43,82.0,0.0
0.88,82.0,0.08,8.6,7.9,0.7,2,7,5,5,3,5,3.0,0.47,81.0,0.0
0.77,99.0,0.11,7.1,6.7,0.4,2,2,5,4,4,4,3.0,0.88,84.0,0.0
0.79,91.0,0.04,9.1,7.9,1.2,6,3,5,2,4,4,5.0,0.92,80.0,0.0
1.0,93.0,0.15,8.9,7.8,1.1,1,2,4,5,5,3,8.0,0.66,92.0,0.0
0.77,94.0,0.05,9.0,8.3,0.7,2,16,5,5,2,4,6.0,0.86,71.0,0.0
0.99,92.0,0.19,8.7,8.5,0.2,1,3,4,5,4,4,7.0,0.83,91.0,0.0
0.96,95.0,0.19,6.0,4.6,1.4,3,0,3,5,4,2,4.0,0.49,78.0,0.0
0.93,72.0,0.11,7.9,6.9,1.0,3,1,1,3,5,4,8.0,0.64,84.0,0.0
0.6,84.0,0.02,6.0,5.7,0.3,3,1,4,5,4,4,4.0,0.85,78.0,0.0
0.85,70.0,0.16,9.3,8.8,0.5,3,11,5,5,1,4,5.0,0.88,73.0,0.0
0.87,80.0,0.03,8.4,7.5,0.9,1,2,5,5,4,5,5.0,0.43,86.0,0.0
0.9,85.0,0.05,6.9,6.9,0.0,4,0,3,3,1,5,6.0,0.37,98.0,0.0
0.84,75.0,0.13,9.4,8.4,1.0,4,13,5,3,5,5,3.0,0.78,88.0,0.0
0.89,95.0,0.03,7.8,7.8,0.0,0,4,5,3,3,3,2.0,0.48,96.0,0.0
0.89,89.0,0.01,8.2,6.9,1.3,2,0,3,5,4,5,2.0,0.85,81.0,0.0
0.74,78.0,0.14,7.2,6.8,0.4,2,8,4,2,4,4,7.0,0.64,91.0,0.0
0.86,79.0,0.02,7.8,6.7,1.1,2,2,3,3,3,3,7.0,0.83,87.0,0.0
0.76,86.0,0.11,8.6,7.5,1.1,4,3,4,4,5,3,6.0,0.88,100.0,0.0
0.82,58.5,0.05,6.8,6.2,0.6,3,4,5,5,4,3,3.0,0.87,90.0,0.0
0.9,87.0,0.03,8.4,6.8,1.6,3,0,4,3,3,5,4.0,0.74,100.0,0.0
0.84,74.0,0.06,9.4,8.3,1.1,1,1,3,5,2,3,5.0,0.79,100.0,0.0
0.98,93.0,0.04,10.0,9.3,0.7,3,1,3,2,5,5,5.0,0.74,81.0,0.0
0.97,74.0,0.09,7.9,7.7,0.2,1,1,3,1,1,4,5.0,0.75,95.0,0.0
0.83,91.0,0.07,7.7,6.8,0.9,0,2,2,3,4,3,3.0,0.89,75.0,0.0
0.62,88.0,0.09,9.2,8.7,0.5,0,1,3,4,4,2,8.0,0.54,86.0,0.0
0.85,90.0,0.01,7.6,6.9,0.7,3,1,3,4,5,4,10.0,0.66,80.0,0.0
0.9,95.0,0.275,8.6,7.6,1.0,2,1,4,2,3,5,4.0,0.64,76.0,0.0
0.97,96.0,0.03,6.6,5.8,0.8,3,4,4,2,5,4,5.0,0.93,83.0,0.0
0.99,70.0,0.1,7.7,7.2,0.5,3,2,2,4,4,3,3.0,0.71,89.0,0.0
0.8,90.0,0.09,9.0,7.3,1.7,2,1,4,3,3,2,4.0,0.94,96.0,0.0
0.78,98.0,0.07,9.9,9.8,0.1,5,2,5,4,4,3,5.0,0.56,85.0,0.0
0.84,77.0,0.01,8.8,7.8,1.0,5,8,2,5,5,3,5.0,0.96,78.0,0.0
0.81,94.0,0.03,10.0,9.6,0.4,1,11,3,5,4,4,7.0,0.8,83.0,0.0
0.9,98.0,0.14,10.0,8.6,1.4,1,4,5,1,3,5,7.0,0.85,100.0,0.0
0.88,100.0,0.04,7.9,7.4,0.5,2,2,4,4,3,4,2.0,0.62,84.0,0.0
0.81,68.0,0.13,8.1,7.4,0.7,2,2,4,4,5,4,6.0,0.94,76.0,0.0
0.92,99.0,0.04,6.6,6.3,0.3,2,16,3,1,5,4,6.0,0.49,74.0,1.0
0.68,87.0,0.08,9.0,8.4,0.6,2,0,4,2,3,4,5.0,0.62,90.0,0.0
0.93,85.0,0.02,7.9,6.9,1.0,2,2,5,2,5,3,2.0,0.71,85.0,0.0
1.0,84.0,0.04,10.0,9.8,0.2,1,5,3,1,1,4,3.0,0.79,90.0,0.0
0.73,95.0,0.22,7.3,7.3,0.0,5,4,4,3,5,3,2.0,0.9,72.0,0.0
1.0,91.0,0.04,7.7,6.7,1.0,1,6,4,2,3,2,10.5,0.69,82.0,0.0
0.67,78.0,0.05,9.0,9.0,0.0,6,1,5,3,5,5,8.0,0.7,89.0,0.0
