attendance_consistency,task_completion,task_delay_rate,productive_hours,experience,project_complexity,feedback_score,role,performance_percentage,efficiency_score,exp_productivity
55.61,62.13,62.41,5.21,13,1,2.29,Team Lead,81.57,-0.27999999999999403,11.982999999999999
51.25,41.95,83.24,4.05,14,3,2.38,Employee,62.9,-41.28999999999999,9.719999999999999
70.69,72.85,41.56,6.64,7,3,3.9,Manager,91.91,31.289999999999992,11.287999999999998
59.73,42.77,89.84,5.78,11,2,2.23,Manager,67.83,-47.07,12.138000000000002
53.62,44.78,85.14,5.12,5,2,2.3,HR,52.9,-40.36,7.68
71.68,77.5,47.52,6.29,3,2,2.95,Manager,79.86,29.979999999999997,8.177
58.77,52.93,86.33,4.8,1,1,2.32,Team Lead,48.94,-33.4,5.28
65.76,53.97,84.65,4.37,10,2,1.05,Team Lead,58.78,-30.680000000000007,8.74
89.86,84.66,8.08,8.19,6,5,4.43,Team Lead,100.0,76.58,13.104
88.7,98.46,26.92,9.83,8,5,4.2,HR,100.0,71.53999999999999,17.694
95.69,94.12,1.59,8.47,14,3,4.18,Manager,100.0,92.53,20.328
84.27,66.16,30.85,7.77,9,1,3.62,Team Lead,100.0,35.309999999999995,14.762999999999998
67.68,51.82,87.56,4.95,4,3,1.96,Team Lead,51.51,-35.74,6.93
96.51,92.76,25.41,9.45,7,5,4.36,Employee,100.0,67.35000000000001,16.064999999999998
93.31,92.45,3.6,9.66,3,5,4.73,HR,100.0,88.85000000000001,12.558
76.25,77.33,55.51,6.42,11,1,3.49,Team Lead,100.0,21.82,13.482000000000001
66.22,56.49,88.28,5.71,5,1,1.33,HR,59.05,-31.79,8.565
71.01,78.08,59.03,7.29,6,3,3.03,HR,87.01,19.049999999999997,11.664000000000001
83.48,75.63,57.91,7.67,9,5,2.68,Manager,91.71,17.72,14.572999999999999
63.54,50.46,60.71,5.9,5,3,1.75,HR,61.15,-10.25,8.850000000000001
59.31,64.32,66.57,4.11,2,4,1.91,Manager,46.93,-2.25,4.932
58.41,63.28,81.21,4.65,6,5,1.27,Manager,48.96,-17.929999999999993,7.440000000000001
71.78,70.19,30.53,6.65,10,1,3.25,Employee,100.0,39.66,13.3
87.01,96.64,27.89,8.07,14,2,4.77,Manager,100.0,68.75,19.368
85.07,97.8,19.0,8.88,6,3,4.33,Employee,100.0,78.8,14.208000000000002
74.89,68.11,55.39,7.24,7,5,3.14,Employee,83.96,12.719999999999999,12.308
81.45,73.8,37.84,7.96,12,5,3.85,Manager,100.0,35.959999999999994,17.512
57.05,53.46,68.22,4.69,8,1,2.06,Team Lead,64.41,-14.759999999999998,8.442
75.14,72.11,40.65,7.3,4,2,3.22,Manager,88.87,31.46,10.219999999999999
91.54,93.27,6.75,9.69,9,3,4.48,Team Lead,100.0,86.52,18.410999999999998
80.22,76.29,48.82,6.7,2,2,2.68,Team Lead,80.06,27.470000000000006,8.04
92.59,82.66,25.8,9.53,14,2,4.85,Team Lead,100.0,56.86,22.871999999999996
75.61,71.79,58.78,7.11,5,4,2.72,Team Lead,79.86,13.010000000000005,10.665000000000001
67.41,44.26,70.57,5.55,7,3,1.05,Employee,56.99,-26.309999999999995,9.434999999999999
76.48,73.69,35.1,6.43,8,1,3.98,Team Lead,100.0,38.589999999999996,11.574
90.88,94.46,17.17,8.97,14,2,4.7,Manager,100.0,77.28999999999999,21.528000000000002
70.38,78.93,42.24,6.62,14,2,2.69,Team Lead,100.0,36.690000000000005,15.888
83.14,65.62,47.37,6.03,8,3,2.99,Employee,86.11,18.250000000000007,10.854000000000001
87.95,92.07,7.11,8.26,11,1,4.96,Team Lead,100.0,84.96,17.346
84.07,79.52,40.29,7.47,1,4,3.79,Employee,87.13,39.23,8.217
86.86,93.2,18.27,9.06,6,1,4.4,Manager,100.0,74.93,14.496000000000002
99.02,88.6,0.03,9.28,12,2,4.71,Employee,100.0,88.57,20.416
87.17,88.72,21.63,9.88,14,4,4.45,Team Lead,100.0,67.09,23.712
72.85,78.75,30.29,6.39,5,3,2.82,HR,85.87,48.46,9.584999999999999
53.67,49.05,72.63,4.67,1,1,2.2,Employee,47.94,-23.58,5.1370000000000005
98.61,88.44,4.99,8.94,14,1,4.32,Manager,100.0,83.45,21.456
98.24,87.24,14.54,9.54,8,5,4.74,HR,100.0,72.69999999999999,17.172
74.75,73.19,34.91,6.09,6,2,3.5,Team Lead,89.57,38.28,9.744
81.77,73.94,56.8,6.34,7,3,3.13,Team Lead,86.64,17.14,10.777999999999999
74.04,66.46,53.8,7.65,1,2,2.55,HR,76.69,12.659999999999997,8.415000000000001
52.97,59.16,67.85,4.69,10,2,1.48,HR,64.26,-8.689999999999998,9.38
93.04,85.49,14.39,9.49,14,5,4.21,Team Lead,100.0,71.1,22.776
82.12,79.41,56.19,7.05,12,5,3.32,Team Lead,98.96,23.22,15.510000000000002
85.12,96.66,15.49,9.89,13,1,4.48,Employee,100.0,81.17,22.747
65.48,40.48,86.02,5.77,10,2,2.26,Employee,67.48,-45.54,11.54
79.14,67.4,42.12,7.09,9,5,4.0,Employee,95.01,25.28000000000001,13.470999999999998
88.28,96.17,8.09,9.3,12,4,4.73,Manager,100.0,88.08,20.460000000000004
87.72,98.25,1.69,9.9,13,5,4.2,Employee,100.0,96.56,22.77
71.45,68.19,47.37,7.62,3,5,3.98,Manager,82.88,20.82,9.906
86.94,99.05,22.09,8.63,11,2,4.41,Manager,100.0,76.96,18.123
53.09,61.03,76.28,5.85,5,4,1.25,Employee,53.84,-15.25,8.774999999999999
70.11,79.41,33.45,6.66,12,2,3.31,Team Lead,100.0,45.959999999999994,14.652000000000001
87.93,88.14,18.54,8.29,14,3,4.38,Manager,100.0,69.6,19.895999999999997
64.51,46.88,63.04,4.27,5,1,1.86,Employee,56.21,-16.159999999999997,6.404999999999999
78.62,76.02,48.73,7.07,5,2,3.43,Team Lead,91.24,27.29,10.605
56.49,42.49,63.18,5.29,1,5,1.17,Employee,38.54,-20.689999999999998,5.819000000000001
84.48,69.52,32.72,6.36,8,3,2.73,Team Lead,90.91,36.8,11.448
85.45,94.63,26.86,9.77,8,2,4.77,HR,100.0,67.77,17.586
83.39,72.3,48.33,7.48,14,1,2.71,Manager,100.0,23.97,17.952
57.97,47.8,87.74,4.66,7,1,2.37,Team Lead,58.44,-39.94,7.922
88.37,83.01,23.84,8.16,1,1,4.71,HR,100.0,59.17,8.976
78.37,79.83,51.42,7.4,7,5,3.22,HR,90.37,28.409999999999997,12.58
75.93,72.31,43.87,7.21,5,5,3.39,Team Lead,84.9,28.440000000000005,10.815
94.47,93.57,9.42,9.67,2,4,4.15,Team Lead,100.0,84.14999999999999,11.604
93.12,84.62,17.37,9.46,4,2,4.2,Employee,100.0,67.25,13.244
81.86,66.42,39.36,7.55,10,4,3.94,Employee,100.0,27.060000000000002,15.1
59.12,47.43,64.5,4.58,8,5,1.87,Team Lead,54.37,-17.07,8.244
74.57,74.77,52.21,7.58,1,4,3.99,Manager,82.48,22.559999999999995,8.338000000000001
95.95,84.01,0.68,9.33,13,5,4.33,HR,100.0,83.33,21.459
76.61,78.17,40.16,6.02,9,1,3.35,Team Lead,97.4,38.010000000000005,11.437999999999999
99.57,93.19,9.59,8.74,14,5,4.94,Employee,100.0,83.6,20.976
50.18,45.54,78.74,4.18,14,4,1.26,Manager,57.65,-33.199999999999996,10.031999999999998
94.17,97.43,28.82,9.08,4,5,4.42,HR,100.0,68.61000000000001,12.712
63.0,61.08,80.95,4.1,4,5,1.24,Team Lead,42.58,-19.870000000000005,5.739999999999999
56.7,56.73,77.05,4.22,8,3,1.79,Employee,55.87,-20.32,7.596
65.37,40.89,82.44,4.28,13,5,2.16,HR,60.3,-41.55,9.844
71.41,70.19,46.25,6.32,6,4,2.8,HR,79.25,23.939999999999998,10.112000000000002
76.13,70.09,42.25,7.74,8,2,3.74,Team Lead,100.0,27.840000000000003,13.932
94.46,99.55,23.02,9.95,8,1,4.83,Team Lead,100.0,76.53,17.91
94.42,83.27,15.44,8.55,8,3,4.56,Team Lead,100.0,67.83,15.390000000000002
71.2,76.89,31.54,6.81,4,4,2.69,Team Lead,82.07,45.35,9.533999999999999
97.42,94.63,1.74,9.41,14,4,4.57,Manager,100.0,92.89,22.584
77.4,76.82,44.85,6.86,14,4,2.52,HR,100.0,31.96999999999999,16.464
75.48,79.75,42.17,6.4,5,4,2.6,Team Lead,81.38,37.58,9.600000000000001
83.1,65.13,56.44,6.1,7,4,3.27,Team Lead,81.91,8.689999999999998,10.37
79.27,72.41,44.58,6.64,8,1,2.51,Manager,92.4,27.83,11.952
53.52,48.85,77.31,5.18,1,4,2.03,Manager,42.57,-28.46,5.698
50.62,53.85,82.86,5.07,5,5,2.26,HR,48.92,-29.009999999999998,7.605
50.02,61.57,60.38,4.01,3,4,1.92,Manager,46.56,1.1899999999999977,5.213
50.38,50.26,78.38,4.46,2,1,1.43,HR,43.45,-28.119999999999997,5.351999999999999
56.49,61.13,66.7,5.97,8,1,1.31,Employee,69.49,-5.57,10.746
94.62,95.01,15.82,8.64,11,4,4.51,Manager,100.0,79.19,18.144000000000002
84.03,72.33,47.4,6.35,9,4,3.0,Employee,89.96,24.93,12.065
57.22,52.1,87.91,4.92,1,2,2.01,Employee,44.99,-35.809999999999995,5.412
65.65,54.51,86.89,4.29,13,3,1.67,Team Lead,65.23,-32.38,9.866999999999999
93.68,84.57,9.95,9.14,11,1,4.13,Employee,100.0,74.61999999999999,19.194000000000003
52.78,46.0,61.45,4.15,2,2,1.45,HR,42.68,-15.450000000000003,4.98
54.43,46.61,62.48,5.18,10,4,1.71,HR,61.52,-15.869999999999997,10.36
95.02,82.36,11.83,9.98,8,3,4.83,HR,100.0,70.53,17.964000000000002
62.9,55.92,67.98,4.51,3,1,2.48,Team Lead,57.85,-12.060000000000002,5.8629999999999995
59.71,49.33,78.98,5.09,14,3,1.52,Employee,68.96,-29.650000000000006,12.216
71.44,74.76,45.0,7.75,7,3,3.3,HR,94.54,29.760000000000005,13.174999999999999
85.18,97.68,0.69,9.42,14,2,4.45,Employee,100.0,96.99000000000001,22.608
95.71,96.97,26.56,8.93,13,4,4.85,Employee,100.0,70.41,20.538999999999998
82.84,75.78,43.18,7.54,10,5,3.81,HR,100.0,32.6,15.08
97.95,92.14,1.76,8.38,4,5,4.94,HR,100.0,90.38,11.732000000000001
57.96,50.16,84.05,4.99,7,4,1.08,Manager,49.1,-33.89,8.483
84.45,65.43,44.72,7.13,5,3,3.89,Employee,90.9,20.710000000000008,10.695
80.93,74.81,58.61,7.11,1,1,3.18,Manager,82.44,16.200000000000003,7.821000000000001
74.91,69.83,41.37,7.23,7,2,3.24,Team Lead,93.71,28.46,12.291
60.94,50.56,66.12,5.46,10,1,1.75,Employee,71.23,-15.560000000000002,10.92
89.77,95.03,18.67,9.39,3,1,4.54,Employee,100.0,76.36,12.207
65.69,58.3,71.05,4.24,9,4,2.35,Manager,62.69,-12.75,8.056
96.61,96.45,18.57,9.04,4,5,4.5,Team Lead,100.0,77.88,12.655999999999999
76.59,69.53,32.02,6.51,14,4,2.8,Team Lead,100.0,37.51,15.623999999999999
55.57,63.97,64.28,5.16,13,3,1.42,Team Lead,73.15,-0.3100000000000023,11.867999999999999
78.73,65.76,44.41,6.76,14,5,3.03,Manager,97.48,21.35000000000001,16.224
55.07,50.56,88.57,5.1,4,3,1.8,Manager,47.73,-38.00999999999999,7.139999999999999
73.39,69.19,51.3,7.65,13,3,3.76,Manager,100.0,17.89,17.595
67.24,62.34,71.18,4.76,12,5,1.69,HR,67.54,-8.840000000000003,10.472
85.89,80.62,1.36,8.59,4,4,4.13,Team Lead,100.0,79.26,12.026
99.31,87.29,20.91,8.07,5,1,4.65,Team Lead,100.0,66.38000000000001,12.105
61.4,44.33,82.82,4.87,14,3,1.69,Employee,66.89,-38.489999999999995,11.688
99.11,89.09,7.2,9.89,14,1,4.05,HR,100.0,81.89,23.736
50.71,46.63,74.74,4.91,4,5,1.83,Manager,43.41,-28.109999999999992,6.874
62.83,46.78,83.84,4.46,7,1,1.24,Team Lead,53.46,-37.06,7.582
57.34,42.8,86.87,4.53,5,5,2.17,Employee,43.3,-44.07000000000001,6.795
61.46,60.89,64.11,5.85,2,5,2.21,HR,55.09,-3.219999999999999,7.02
62.53,48.25,66.83,4.38,4,3,1.51,Employee,48.21,-18.58,6.132
60.03,54.05,85.43,4.08,1,5,1.78,Manager,35.44,-31.38000000000001,4.488
92.45,81.64,16.51,9.99,14,3,4.66,Employee,100.0,65.13,23.976
95.24,80.93,7.52,8.71,7,2,4.74,Manager,100.0,73.41000000000001,14.807
75.72,71.29,34.43,6.93,5,5,3.54,HR,85.81,36.86000000000001,10.395
94.06,96.52,12.41,9.12,14,5,4.66,Manager,100.0,84.11,21.887999999999998
99.52,98.24,13.91,8.69,9,5,4.61,Manager,100.0,84.33,16.511
91.8,98.65,7.19,9.14,10,1,4.07,HR,100.0,91.46000000000001,18.28
75.74,65.5,30.44,6.5,3,3,3.47,HR,82.36,35.06,8.450000000000001
93.39,82.52,5.68,8.58,11,4,4.89,Manager,100.0,76.84,18.018
99.28,89.5,18.92,8.59,6,5,4.99,HR,100.0,70.58,13.744
72.99,66.34,50.89,6.63,1,4,3.23,Employee,71.27,15.450000000000003,7.293
92.2,91.44,5.68,9.23,10,3,4.34,Employee,100.0,85.75999999999999,18.46
96.07,89.87,8.88,9.15,5,2,4.16,Employee,100.0,80.99000000000001,13.725000000000001
98.51,90.44,8.5,9.83,8,2,4.85,Manager,100.0,81.94,17.694
53.59,53.03,71.19,4.83,1,2,1.59,Manager,45.13,-18.159999999999997,5.313000000000001
74.89,69.7,38.58,7.05,1,4,2.8,Employee,75.14,31.120000000000005,7.755000000000001
82.48,76.54,47.35,6.61,14,3,3.06,Team Lead,100.0,29.190000000000005,15.864
56.45,51.67,77.27,5.78,6,3,2.16,Employee,59.83,-25.599999999999994,9.248000000000001
97.1,87.81,10.35,9.02,2,4,4.37,Team Lead,100.0,77.46000000000001,10.824
93.8,88.08,2.99,8.08,6,2,4.26,Manager,100.0,85.09,12.928
58.57,54.24,74.94,5.45,8,4,2.31,Team Lead,62.74,-20.699999999999996,9.81
86.7,90.93,21.28,8.1,2,2,4.07,HR,100.0,69.65,9.719999999999999
93.18,86.43,23.26,9.96,10,4,4.82,Manager,100.0,63.17,19.92
92.71,98.33,25.21,8.33,11,2,4.16,Manager,100.0,73.12,17.493000000000002
83.42,70.78,34.05,6.01,9,4,3.05,Team Lead,90.55,36.730000000000004,11.418999999999999
68.05,47.2,83.97,5.44,12,2,1.46,Manager,68.89,-36.769999999999996,11.968000000000002
96.78,80.1,5.34,8.72,7,3,4.21,HR,100.0,74.75999999999999,14.824
97.57,98.73,9.52,8.31,11,4,4.07,HR,100.0,89.21000000000001,17.451
76.45,65.68,41.39,6.44,9,5,2.82,Manager,84.83,24.290000000000006,12.236
61.88,62.99,70.71,5.39,8,2,1.97,Manager,69.04,-7.719999999999992,9.702
56.39,48.24,76.18,4.21,13,1,2.48,Manager,70.76,-27.940000000000005,9.683
60.91,46.46,74.93,4.81,13,5,2.15,Team Lead,64.97,-28.470000000000006,11.062999999999999
89.23,89.88,10.85,8.05,12,2,4.14,Employee,100.0,79.03,17.710000000000004
94.85,83.3,28.08,9.09,7,2,4.81,Employee,100.0,55.22,15.453
88.24,91.85,28.58,8.16,4,1,4.75,Employee,100.0,63.269999999999996,11.424
65.76,61.64,67.68,4.85,10,4,2.31,Manager,69.23,-6.040000000000006,9.7
86.83,95.96,0.12,8.58,13,2,4.07,Team Lead,100.0,95.83999999999999,19.733999999999998
74.88,76.75,45.71,7.13,8,4,3.97,Manager,96.07,31.04,12.834
96.06,88.55,3.73,9.06,11,4,4.38,HR,100.0,84.82,19.026000000000003
52.82,54.98,86.04,4.14,6,3,2.38,Team Lead,51.11,-31.06000000000001,6.624
77.1,76.42,47.58,6.44,4,1,2.92,Employee,85.48,28.840000000000003,9.016
53.19,44.4,87.56,4.22,2,5,2.3,Manager,35.71,-43.160000000000004,5.063999999999999
60.14,56.53,84.45,4.67,1,3,2.35,Team Lead,46.18,-27.92,5.1370000000000005
80.53,76.54,36.66,7.07,2,5,3.39,Employee,82.06,39.88000000000001,8.484
90.45,99.44,14.52,9.44,12,2,4.48,Employee,100.0,84.92,20.768
50.38,45.8,71.86,5.0,14,5,2.37,Team Lead,66.82,-26.060000000000002,12.0
70.43,66.58,35.9,6.91,9,1,2.52,HR,93.57,30.68,13.129
65.19,42.3,84.96,4.57,6,5,1.57,Team Lead,44.68,-42.66,7.312000000000001
91.92,85.49,5.55,9.89,14,4,4.3,Manager,100.0,79.94,23.736
73.41,73.74,32.88,6.47,14,3,2.75,HR,100.0,40.85999999999999,15.527999999999999
81.43,65.58,55.11,7.24,5,5,3.35,Employee,81.93,10.469999999999999,10.86
78.0,71.41,54.8,7.83,11,3,3.23,Team Lead,100.0,16.61,16.443
56.45,51.7,83.28,4.03,12,5,1.92,Employee,56.69,-31.58,8.866000000000001
75.26,79.39,36.31,7.51,8,2,2.78,Manager,98.78,43.08,13.518
69.59,57.4,67.78,4.45,12,4,1.27,Employee,65.65,-10.380000000000003,9.790000000000001
99.85,82.1,27.31,9.12,13,2,4.3,Employee,100.0,54.78999999999999,20.975999999999996
90.65,86.55,14.86,9.97,13,3,4.75,Team Lead,100.0,71.69,22.931
61.57,60.84,65.87,4.32,14,1,2.13,Manager,78.72,-5.030000000000001,10.368
53.32,45.63,84.16,5.9,5,5,2.06,Manager,49.98,-38.529999999999994,8.850000000000001
75.42,66.49,48.78,7.35,4,4,3.06,Manager,81.1,17.709999999999994,10.29
68.73,45.03,80.65,4.29,3,4,2.35,Team Lead,45.79,-35.620000000000005,5.577
99.69,84.23,19.13,8.82,13,1,4.31,Employee,100.0,65.10000000000001,20.285999999999998
99.08,92.85,0.19,9.92,6,2,4.95,Team Lead,100.0,92.66,15.872
83.03,78.24,43.35,7.02,3,4,3.12,Team Lead,84.25,34.88999999999999,9.126
69.71,60.43,77.54,5.82,4,5,1.74,Manager,55.83,-17.110000000000007,8.148
63.33,53.05,73.04,5.57,4,1,1.27,Manager,57.32,-19.99000000000001,7.798
96.25,98.13,4.97,8.52,3,5,4.48,Manager,100.0,93.16,11.076
72.54,75.66,52.35,7.06,12,1,3.4,Team Lead,100.0,23.309999999999995,15.532
72.17,67.53,44.53,6.93,2,1,3.28,Manager,82.44,23.0,8.315999999999999
94.82,93.01,15.92,9.85,12,5,4.85,Manager,100.0,77.09,21.67
74.76,67.02,38.76,7.61,3,1,3.09,Employee,88.58,28.259999999999998,9.893
99.2,99.54,6.52,8.13,10,5,4.33,Employee,100.0,93.02000000000001,16.26
73.25,71.14,41.01,7.7,10,4,3.38,Manager,98.83,30.130000000000003,15.4
92.93,91.88,11.72,8.18,4,5,4.7,HR,100.0,80.16,11.451999999999998
78.45,76.58,40.91,6.86,3,2,3.24,Manager,86.93,35.67,8.918000000000001
50.45,45.42,60.7,5.22,3,2,2.04,HR,52.37,-15.280000000000001,6.786
96.47,90.53,11.77,9.36,12,1,4.47,HR,100.0,78.76,20.592
88.3,82.73,15.4,9.36,5,3,4.27,Team Lead,100.0,67.33,14.04
94.62,88.52,29.73,9.45,6,2,4.99,Team Lead,100.0,58.78999999999999,15.12
51.45,49.92,62.79,5.43,7,1,1.03,Employee,59.57,-12.869999999999997,9.231
96.85,80.87,26.17,8.09,13,4,4.85,Employee,100.0,54.7,18.607
58.2,57.6,85.17,4.42,1,1,1.08,Manager,42.32,-27.57,4.862
71.62,66.58,36.27,7.08,5,4,3.56,Team Lead,85.84,30.309999999999995,10.620000000000001
55.91,50.0,89.08,4.51,8,4,1.25,Manager,47.99,-39.08,8.118
55.24,40.23,66.66,4.11,14,5,1.07,Manager,56.45,-26.43,9.864
92.37,98.44,14.42,8.03,4,2,4.44,HR,100.0,84.02,11.241999999999999
54.3,56.51,82.25,5.27,1,5,1.76,HR,41.24,-25.740000000000002,5.797
79.01,71.03,35.59,7.78,2,3,2.97,Manager,85.67,35.44,9.336
55.16,55.75,73.31,4.04,7,2,1.89,HR,55.5,-17.560000000000002,6.867999999999999
85.89,88.21,3.33,9.32,3,3,4.33,Team Lead,100.0,84.88,12.116000000000001
98.81,97.98,12.15,9.17,14,1,4.6,Team Lead,100.0,85.83,22.008
80.37,76.31,55.82,6.23,8,4,2.62,Manager,84.1,20.490000000000002,11.214
65.88,53.09,71.58,4.53,1,4,2.45,HR,46.97,-18.489999999999995,4.9830000000000005
92.92,95.14,6.49,9.15,6,3,4.27,Employee,100.0,88.65,14.64
82.79,76.9,58.23,7.04,11,4,3.94,HR,100.0,18.67000000000001,14.784
92.14,95.66,7.18,8.68,11,2,4.9,Employee,100.0,88.47999999999999,18.228
72.81,75.16,31.04,7.53,14,3,2.58,Team Lead,100.0,44.12,18.072
68.54,61.09,82.91,4.32,11,5,1.9,Team Lead,61.94,-21.819999999999993,9.072000000000001
79.8,75.99,59.25,7.96,2,4,3.34,Employee,83.39,16.739999999999995,9.552
95.5,81.62,13.45,8.77,8,2,4.68,Manager,100.0,68.17,15.786
74.57,78.88,58.04,7.44,9,1,3.82,HR,100.0,20.839999999999996,14.136
91.02,86.06,15.47,9.29,8,3,4.97,Employee,100.0,70.59,16.721999999999998
85.95,87.62,23.08,8.94,7,4,4.94,HR,100.0,64.54,15.197999999999999
86.25,95.09,19.88,9.21,13,1,4.97,Team Lead,100.0,75.21000000000001,21.183
98.15,86.55,4.76,8.88,4,5,4.98,HR,100.0,81.78999999999999,12.432
76.13,75.2,31.7,6.07,7,2,3.09,Employee,91.04,43.5,10.319
81.43,75.27,53.39,6.58,4,2,2.68,Manager,82.57,21.879999999999995,9.212
99.22,98.73,21.8,9.67,11,4,4.83,Manager,100.0,76.93,20.307000000000002
50.62,53.38,76.94,4.57,12,4,1.4,HR,59.12,-23.559999999999995,10.054000000000002
76.87,69.38,44.79,6.18,12,4,3.89,Manager,97.44,24.589999999999996,13.596
61.16,57.55,77.85,5.04,13,2,2.06,HR,74.53,-20.299999999999997,11.591999999999999
82.58,79.57,48.54,6.56,13,3,3.37,HR,100.0,31.029999999999994,15.087999999999997
91.28,91.93,8.36,8.87,6,1,4.29,Manager,100.0,83.57000000000001,14.192
71.8,66.97,49.8,6.16,12,5,3.42,Team Lead,89.98,17.17,13.552000000000001
73.66,66.71,46.0,7.72,1,1,3.61,Manager,85.84,20.709999999999994,8.492
87.36,81.35,1.9,8.52,2,3,4.5,HR,100.0,79.44999999999999,10.223999999999998
97.37,96.45,3.56,8.41,6,3,4.25,Employee,100.0,92.89,13.456000000000001
75.84,65.73,55.48,7.11,14,5,3.63,Manager,99.28,10.250000000000007,17.064
77.22,68.34,35.4,6.03,8,3,3.61,HR,90.95,32.940000000000005,10.854000000000001
85.99,83.07,25.69,9.18,11,1,4.34,HR,100.0,57.379999999999995,19.278
97.27,83.27,23.98,9.32,8,4,4.94,Employee,100.0,59.28999999999999,16.776
74.83,74.24,48.54,7.5,2,5,3.9,Employee,82.3,25.699999999999996,9.0
84.56,67.61,40.97,6.61,4,4,2.76,Team Lead,80.09,26.64,9.254
72.22,76.19,30.25,6.34,13,3,3.37,Team Lead,100.0,45.94,14.581999999999999
82.13,70.96,44.31,6.49,7,3,3.63,Manager,91.58,26.64999999999999,11.033
66.46,55.75,68.45,4.83,1,4,2.06,HR,48.12,-12.700000000000003,5.313000000000001
79.46,70.61,40.14,7.17,4,4,3.35,HR,85.63,30.47,10.037999999999998
86.65,93.9,20.61,8.98,5,2,4.72,HR,100.0,73.29,13.47
97.63,89.24,16.35,8.5,5,5,4.68,Team Lead,100.0,72.88999999999999,12.75
95.75,98.02,3.86,8.53,2,3,4.92,Employee,100.0,94.16,10.235999999999999
59.77,61.88,78.02,5.41,5,1,1.07,HR,58.32,-16.139999999999993,8.115
80.62,68.62,56.6,7.28,11,3,3.93,Team Lead,100.0,12.020000000000003,15.288000000000002
75.78,78.46,57.74,7.78,11,3,2.81,HR,99.89,20.71999999999999,16.338
89.67,98.83,9.32,9.31,2,4,4.32,HR,100.0,89.50999999999999,11.172
89.67,84.84,13.84,9.49,8,5,4.15,Employee,100.0,71.0,17.082
95.65,85.61,0.59,9.21,2,2,4.15,Manager,100.0,85.02,11.052000000000001
73.34,70.32,30.46,6.66,1,3,2.54,Team Lead,75.35,39.85999999999999,7.3260000000000005
52.04,45.13,65.3,4.47,5,2,1.35,Employee,48.62,-20.169999999999995,6.705
75.46,67.77,32.24,6.67,8,2,3.0,HR,93.1,35.529999999999994,12.006
70.77,73.96,39.29,7.01,13,1,3.94,Employee,100.0,34.669999999999995,16.122999999999998
52.12,51.5,69.44,5.37,2,4,1.28,Team Lead,43.86,-17.939999999999998,6.444
58.62,47.53,76.45,5.2,10,5,1.43,Team Lead,56.81,-28.92,10.4
78.75,78.94,36.18,7.8,13,5,3.31,Employee,100.0,42.76,17.939999999999998
98.64,97.46,24.94,9.42,7,2,4.25,HR,100.0,72.52,16.014
93.5,98.95,4.17,8.32,7,3,4.12,Team Lead,100.0,94.78,14.144
77.09,73.79,36.33,7.3,10,5,3.92,Team Lead,100.0,37.46000000000001,14.6
55.78,58.19,88.4,5.66,6,5,1.58,Team Lead,51.9,-30.210000000000008,9.056000000000001
70.82,74.79,33.59,6.71,9,1,3.02,Team Lead,98.09,41.2,12.748999999999999
59.85,40.49,83.03,4.46,12,3,2.4,Team Lead,62.77,-42.54,9.812000000000001
98.71,81.85,14.14,8.59,6,1,4.24,Manager,100.0,67.71,13.744
95.0,90.36,2.51,9.9,8,4,4.34,HR,100.0,87.85,17.82
69.12,53.15,88.53,4.69,11,3,2.49,HR,67.4,-35.38,9.849000000000002
69.2,59.43,69.02,5.6,9,5,2.4,Team Lead,69.3,-9.589999999999996,10.639999999999999
82.65,74.49,39.39,7.31,3,4,3.05,Manager,84.94,35.099999999999994,9.503
86.29,84.54,18.84,8.17,10,3,4.04,Employee,100.0,65.7,16.34
70.38,72.25,34.18,7.74,11,4,3.6,Team Lead,100.0,38.07,16.254
97.69,84.36,4.84,8.23,12,3,4.35,Team Lead,100.0,79.52,18.106
78.19,75.58,54.85,6.6,11,2,3.98,Employee,100.0,20.729999999999997,13.86
67.22,58.39,67.15,4.63,11,1,1.43,Team Lead,71.22,-8.760000000000005,9.723
77.6,76.32,35.68,7.89,13,1,3.01,HR,100.0,40.63999999999999,18.147
53.74,40.97,71.14,4.47,5,2,2.42,Employee,51.97,-30.17,6.705
93.99,82.68,20.48,8.47,2,2,4.4,Team Lead,100.0,62.2,10.164
53.23,52.27,82.19,5.9,1,1,2.28,Team Lead,53.44,-29.919999999999995,6.490000000000001
94.14,97.99,11.37,8.99,2,2,4.31,Team Lead,100.0,86.61999999999999,10.788
96.16,89.9,28.91,9.81,9,1,4.08,HR,100.0,60.99000000000001,18.639
66.93,44.47,76.3,4.95,3,3,2.15,Team Lead,50.31,-31.83,6.4350000000000005
65.27,60.85,67.3,5.64,8,1,1.34,Team Lead,70.01,-6.449999999999996,10.152
96.0,96.65,29.67,9.01,13,5,4.97,Manager,100.0,66.98,20.723
94.04,99.49,11.57,8.08,13,2,4.31,Employee,100.0,87.91999999999999,18.584
80.82,79.07,30.41,6.98,4,3,3.55,HR,92.5,48.66,9.772
80.73,67.48,51.12,6.28,9,2,3.43,Manager,92.76,16.360000000000007,11.932
96.02,80.0,4.13,8.13,5,2,4.25,Manager,100.0,75.87,12.195
59.03,45.16,88.97,4.75,9,2,2.39,HR,60.24,-43.81,9.025
86.24,99.15,11.4,8.73,6,1,4.12,Team Lead,100.0,87.75,13.968000000000002
81.11,77.3,36.98,7.77,6,4,3.23,HR,95.09,40.32,12.432
56.1,62.82,73.93,4.36,12,3,2.45,Team Lead,70.16,-11.110000000000007,9.592000000000002
